Aa      	Ab      	Ac      	Ad      	Ae      	Af      	ST01    	SU02    	D03     	ST04    	SU05    	D06     	D07     	SU08    	ST09    	SU10    	D11     	ST12    	SU13    	D14     	D15     	SU16    	ST17    	SU18    	D19     	ST20    	SU21    	D22     	D23     	SU24    	ST25    	SU26    	D27     	ST28    	SU29    	D30     	D31     	SU32    	Ca      	Cb      	Cc      	Cd      	Ce      	Cf      	Cg      	Ch      	Da      	Db      	Dc      	Dd      	De      	Df      	Dg      	Dh      	Di      	Dj      	Age     	Attitude	Points  	gender
   3	  2	  2	  2	  1	  2	  5	  1	  4	  4	  2	  2	  4	  1	  4	  1	  3	  4	  3	  4	  2	  3	  3	  1	  4	  4	  4	  2	  2	  2	  5	  3	  4	  3	  2	  3	  4	  4	  4	  4	  4	  4	  3	  3	  4	  4	  3	  4	  4	  5	  4	  2	  4	  3	  4	  5	 18	 38	 28	F
   3	  2	  2	  3	  1	  2	  4	  3	  4	  4	  2	  2	  4	  2	  4	  2	  4	  3	  2	  4	  3	  2	  3	  2	  4	  2	  4	  3	  4	  2	  5	  4	  3	  1	  3	  4	  4	  4	  2	  5	  5	  5	  5	  3	  4	  2	  3	  4	  4	  5	  3	  1	  4	  2	  4	  4	 21	 34	 31	F
   4	  1	  1	  1	  1	  1	  3	  4	  4	  2	  4	  4	  3	  2	  3	  4	  4	  2	  3	  4	  2	  4	  2	  2	  3	  3	  1	  3	  3	  4	  5	  5	  3	  1	  2	  4	  4	  5	  3	  4	  4	  3	  5	  3	  4	  5	  1	  4	  4	  5	  4	  4	  2	  4	  5	  4	 19	 37	 18	F
   4	  1	  2	  1	  1	  1	  4	  5	  5	  3	  4	  3	  5	  3	  3	  4	  5	  3	  1	  5	  3	  1	  4	  5	  4	  2	  2	  5	  4	  3	  2	  5	  5	  1	  5	  5	  2	  4	  4	  5	  3	  5	  5	  4	  4	  5	  3	  4	  4	  3	  4	  1	  2	  2	  3	  3	 21	 29	 25	F
   2	  3	  3	  1	  1	  2	  4	  2	  5	  4	  3	  2	  3	  2	  4	  1	  4	  4	  3	  3	  4	  3	  4	  1	  4	  3	  2	  2	  4	  4	  5	  5	  2	  4	  3	  2	  4	  4	  2	  4	  3	  4	  4	  2	  2	  4	  2	  4	  2	  4	  2	  1	  2	  1	  1	  4	 20	 23	 19	F
   2	  1	  2	  1	  1	  1	  3	  2	  4	  3	  4	  5	  4	  1	  4	  1	  4	  3	  2	  5	  4	  1	  2	  1	  4	  2	  2	  4	  4	  2	  4	  2	  5	  3	  2	  5	  5	  4	  4	  4	  3	  5	  5	  4	  5	  5	  4	  4	  5	  4	  4	  3	  4	  4	  4	  5	 21	 41	 21	M
   4	  3	  2	  2	  1	  1	  4	  3	  4	  4	  3	  3	  4	  2	  2	  2	  3	  2	  2	  4	  3	  3	  4	  1	  3	  2	  2	  3	  3	  4	  5	  4	  3	  4	  3	  3	  3	  5	  3	  4	  4	  3	  4	  4	  3	  4	  2	  4	  3	  3	  3	  1	  2	  2	  3	  4	 20	 27	 16	F
   2	  1	  2	  3	  1	  1	  4	  5	  5	  4	  3	  4	  5	  5	  4	  1	  4	  2	  2	  4	  2	  5	  3	  5	  4	  4	  2	  2	  4	  5	  5	  1	  4	  5	  3	  4	  5	  5	  5	  5	  4	  5	  5	  3	  4	  4	  1	  5	  5	  4	  5	  1	  3	  2	  4	  5	 21	 35	  7	F
   4	  2	  3	  1	  2	  2	  4	  3	  4	  2	  1	  4	  4	  2	  3	  1	  4	  4	  2	  4	  4	  2	  4	  1	  3	  1	  4	  3	  4	  3	  5	  5	  4	  3	  2	  3	  2	  4	  5	  5	  4	  4	  5	  4	  4	  2	  4	  5	  3	  2	  4	  2	  3	  4	  2	  5	 20	 34	 21	F
   3	  2	  3	  1	  1	  1	  4	  5	  5	  4	  3	  3	  5	  2	  4	  1	  5	  2	  2	  5	  5	  3	  4	  4	  5	  2	  2	  4	  3	  4	  5	  4	  4	  2	  3	  5	  5	  5	  3	  5	  4	  4	  4	  4	  5	  3	  2	  5	  4	  4	  4	  1	  3	  2	  2	  5	 18	 32	 17	F
   2	  3	  2	  2	  1	  2	  4	  1	  5	  3	  2	  3	  2	  4	  3	  3	  4	  5	  4	  4	  3	  3	  5	  1	  3	  5	  4	  3	  4	  4	  5	  5	  3	  3	  1	  4	  5	  5	  5	  4	  3	  5	  5	  3	  4	  5	  3	  4	  4	  3	  2	  4	  2	  5	  3	  3	 22	 33	 22	M
   4	  1	  2	  1	  1	  1	  4	  2	  5	  4	  4	  3	  4	  3	  4	  2	  4	  4	  3	  4	  3	  4	  3	  1	  2	  3	  3	  3	  4	  3	  4	  3	  4	  2	  3	  4	  4	  4	  4	  3	  3	  4	  5	  3	  4	  3	  2	  4	  3	  4	  2	  3	  3	  5	  3	  4	 22	 33	 18	F
   3	  2	  2	  3	  1	  1	  2	  3	  3	  2	  3	  2	  2	  4	  3	  3	  2	  1	  3	  3	  4	  5	  2	  2	  3	  1	  1	  1	  2	  5	  4	  5	  1	  1	  2	  5	  3	  2	  2	  5	  3	  5	  3	  2	  3	  4	  2	  3	  4	  5	  3	  3	  3	  5	  4	  3	 24	 35	 25	M
   2	  1	  1	  1	  1	  1	  2	  2	  4	  4	  3	  3	  5	  2	  4	  1	  4	  4	  3	  5	  4	  2	  3	  2	  4	  4	  1	  4	  4	  2	  5	  4	  4	  3	  3	  4	  5	  5	  4	  5	  4	  3	  5	  3	  5	  4	  2	  4	  4	  4	  4	  2	  3	  3	  2	  4	 19	 32	 24	F
   3	  1	  2	  1	  1	  1	  4	  3	  4	  4	  4	  3	  3	  4	  4	  3	  4	  2	  4	  4	  2	  4	  3	  3	  3	  2	  4	  2	  3	  5	  5	  5	  4	  3	  3	  3	  4	  4	  5	  4	  4	  5	  5	  3	  3	  5	  3	  3	  4	  4	  3	  1	  3	  2	  4	  4	 20	 31	 23	F
   2	  4	  4	  5	  5	  4	  2	  2	  4	  1	  2	  3	  4	  1	  2	  2	  3	  3	  2	  5	  2	  2	  3	  4	  4	  2	  4	  3	  2	  2	  4	  5	  4	  1	  4	  5	  4	  4	  2	  5	  3	  3	  4	  3	  3	  4	  1	  4	  2	  4	  3	  1	  2	  2	  1	  4	 21	 24	  0	F
   5	  1	  2	  1	  1	  1	  2	  4	  5	  2	  2	  4	  4	  2	  2	  1	  5	  1	  2	  4	  5	  2	  2	  4	  4	  2	  1	  4	  4	  2	  4	  4	  4	  2	  2	  5	  4	  1	  1	  5	  4	  4	  2	  2	  5	  2	  2	  4	  2	  4	  2	  2	  2	  4	  4	  2	 20	 28	 23	F
   3	  1	  3	  3	  1	  1	  5	  3	  5	  5	  5	  3	  5	  2	  4	  4	  3	  4	  4	  5	  2	  2	  4	  1	  3	  5	  5	  5	  4	  2	  5	  5	  3	  5	  5	  5	  4	  3	  3	  5	  4	  5	  5	  1	  4	  2	  1	  1	  2	  3	  3	  1	  2	  1	  1	  2	 17	 17	 26	F
   4	  3	  4	  2	  2	  4	  5	  5	  3	  3	  4	  3	  4	  5	  3	  2	  2	  3	  2	  2	  3	  5	  3	  1	  2	  1	  4	  4	  2	  4	  1	  4	  1	  1	  4	  4	  2	  5	  5	  4	  4	  5	  5	  3	  3	  5	  1	  3	  3	  1	  3	  1	  2	  1	  1	  3	 19	 19	 12	M
   4	  1	  2	  1	  1	  1	  4	  2	  5	  2	  2	  1	  4	  2	  2	  1	  4	  1	  2	  5	  3	  2	  2	  1	  4	  2	  1	  4	  2	  1	  1	  4	  3	  2	  1	  4	  4	  2	  1	  5	  4	  3	  3	  4	  5	  2	  2	  4	  4	  5	  4	  2	  3	  2	  2	  4	 23	 32	  0	F
   2	  2	  2	  1	  1	  1	  4	  2	  5	  2	  2	  3	  3	  4	  3	  3	  2	  3	  2	  3	  3	  4	  3	  2	  3	  2	  2	  2	  3	  4	  4	  5	  3	  2	  2	  3	  4	  4	  4	  3	  3	  3	  4	  2	  4	  4	  4	  4	  3	  5	  3	  3	  1	  4	  4	  4	 20	 35	 32	F
   3	  1	  2	  1	  1	  1	  3	  2	  5	  2	  3	  3	  5	  3	  2	  1	  5	  2	  2	  5	  4	  3	  4	  1	  2	  2	  2	  4	  2	  4	  3	  4	  3	  4	  2	  3	  4	  4	  1	  1	  3	  3	  1	  4	  2	  3	  1	  3	  2	  4	  2	  1	  2	  2	  4	  3	 20	 24	 22	F
   4	  2	  2	  2	  1	  1	  4	  2	  5	  4	  3	  4	  5	  4	  4	  1	  5	  2	  3	  4	  4	  3	  3	  2	  4	  1	  1	  3	  3	  4	  5	  4	  4	  4	  2	  3	  5	  4	  2	  5	  3	  4	  4	  3	  5	  5	  2	  3	  5	  4	  5	  4	  3	  4	  4	  4	 25	 38	  0	F
   3	  1	  1	  2	  1	  1	  3	  1	  4	  4	  4	  3	  5	  3	  4	  2	  5	  4	  2	  5	  5	  4	  4	  3	  2	  3	  4	  5	  5	  4	  5	  5	  5	  5	  4	  5	  1	  4	  4	  4	  3	  4	  2	  2	  4	  4	  2	  2	  4	  3	  2	  1	  3	  1	  1	  2	 20	 21	 20	F
   4	  1	  2	  1	  1	  1	  2	  4	  5	  2	  2	  4	  4	  2	  2	  1	  5	  1	  2	  4	  4	  2	  5	  2	  5	  1	  4	  3	  2	  4	  5	  4	  4	  1	  2	  5	  5	  5	  2	  4	  3	  3	  5	  2	  4	  4	  1	  4	  4	  4	  4	  1	  1	  4	  2	  4	 20	 29	 21	F
   3	  2	  1	  1	  1	  1	  5	  1	  4	  3	  5	  3	  3	  2	  4	  1	  4	  3	  3	  3	  3	  3	  3	  1	  5	  3	  4	  1	  3	  3	  5	  5	  3	  5	  3	  2	  5	  5	  3	  4	  3	  5	  5	  3	  4	  3	  1	  4	  1	  3	  1	  1	  1	  1	  2	  4	 19	 19	 23	F
   4	  1	  1	  1	  1	  1	  5	  2	  5	  5	  4	  4	  5	  2	  5	  2	  5	  2	  3	  5	  4	  2	  2	  1	  4	  2	  2	  3	  3	  4	  4	  5	  3	  2	  2	  4	  4	  5	  4	  4	  4	  2	  5	  3	  4	  4	  2	  4	  2	  1	  2	  1	  2	  1	  1	  4	 19	 20	 20	F
   4	  1	  3	  3	  2	  2	  2	  4	  4	  2	  2	  2	  2	  2	  3	  1	  4	  1	  4	  4	  4	  4	  2	  2	  2	  2	  2	  1	  2	  4	  1	  5	  2	  1	  3	  4	  4	  5	  2	  4	  2	  4	  5	  3	  4	  5	  4	  4	  4	  5	  4	  4	  4	  5	  4	  4	 22	 42	 28	F
   4	  3	  2	  2	  2	  1	  3	  5	  4	  2	  3	  3	  4	  1	  4	  2	  4	  4	  2	  4	  3	  4	  2	  2	  5	  2	  3	  4	  4	  3	  5	  2	  3	  2	  2	  4	  4	  4	  2	  4	  4	  3	  3	  3	  4	  4	  2	  4	  5	  5	  5	  1	  5	  5	  5	  4	 35	 41	 31	M
   3	  1	  2	  2	  1	  2	  4	  2	  5	  4	  2	  2	  4	  2	  2	  4	  4	  1	  2	  4	  4	  4	  4	  5	  4	  1	  4	  2	  2	  4	  4	  5	  2	  1	  2	  1	  4	  5	  2	  4	  5	  4	  5	  4	  5	  5	  2	  5	  5	  4	  4	  2	  4	  2	  4	  5	 18	 37	 18	F
   3	  2	  2	  1	  1	  1	  4	  2	  5	  4	  4	  4	  4	  2	  3	  2	  4	  2	  2	  4	  2	  3	  3	  2	  4	  1	  4	  3	  2	  4	  2	  3	  3	  2	  3	  2	  4	  5	  5	  5	  4	  5	  5	  2	  3	  4	  4	  4	  4	  4	  4	  2	  3	  4	  4	  3	 19	 36	 30	F
   4	  1	  2	  1	  1	  1	  5	  2	  5	  4	  2	  4	  5	  4	  4	  3	  5	  4	  2	  4	  5	  3	  3	  1	  2	  3	  2	  3	  4	  3	  2	  5	  2	  2	  1	  5	  5	  4	  3	  5	  4	  4	  5	  3	  4	  4	  2	  3	  1	  3	  1	  1	  1	  1	  2	  3	 21	 18	 19	M
